time,Sentences
2011-06-04,"['EPSOM , England | Sat Jun 4 , 2011 9:27 pm BST EPSOM ,', 'England -LRB-']"
2011-06-05,"['NEW DELHI | Sun Jun 5 , 2011 5:58 am BST NEW DELHI -LRB- Reuters', 'GUVECCI , Turkey -LRB- Reuters -RRB- - Syrian tanks stormed a border town overnight , residents said on Sunday , in the latest assault to crush a three-month uprising against President Bashar al-Assad that has driven thousands of refugee to flee to Turkey .', '-LRB-', ""-LRB- Reuters -RRB- - Yemeni President Ali Abdullah Saleh 's departure to have his wounds treated in Saudi Arabia offers Yemen a precious chance to halt a slide into civil war and achieve a peaceful transition of power .""]"
2011-06-06,"[""ISTANBUL\\/LONDON | Mon Jun 6 , 2011 5:19 pm BST ISTANBUL\\/LONDON -LRB- Reuters -RRB- - Fuel shortages in many parts of Yemen worsened as the country 's main oil pipeline remained shut and tight funding hit imports , trade and shipping sources said on Monday ."", 'Yemenis celebrated on Monday what many hoped will be a new era without President Ali Abdullah Saleh , who is now recuperating in Saudi Arabia after an operation to remove shrapnel from his chest a day earlier .', ""Reuters -RRB- - Iceland 's new plan to lift capital controls in two phases is a `` difficult challenge '' and will depend on the country returning to global capital markets , a senior International Monetary Fund official said on Monday ."", 'LONDON | Mon Jun 6 , 2011 4:52 pm BST LONDON', 'The Saudi cabinet said Monday that Gulf states would pursue effort to broker an agreed transfer of power .', '2011 6:09 am BST SINGAPORE -LRB- Reuters -RRB- - Rolls-Royce -LRB- RR .', ""Damascus says some 120 security personnel were killed by `` armed gangs '' in the town on 6 June , and on Wednesday state TV said a `` mass grave '' containing three bodies had been found ."", 'A blast in March on the pipeline , suspected to have been carried out by angry tribesmen , has stopped the flow of light Marib crude , which has forced the 130,000 barrels per day -LRB- bpd -RRB-', 'Aden refinery to shut and hurt fuel supplies .', '-LRB-', ""-LRB- Reuters -RRB- - Yemeni President Ali Abdullah Saleh 's departure to have his wounds treated in Saudi Arabia offers Yemen a precious chance to halt a slide into civil war and achieve a peaceful transition of power ."", 'AMMAN -LRB- Reuters -RRB- - Syrians fled a restive town toward the Turkish border , fearing bloodshed as troops with tanks approached , under orders to hit back after the government accused armed bands there of killing scores of its security men .', ""`` We would like a clear statement from -LRB- the government -RRB- where they actually say that gas is to play a prominent role in the energy mix , something along the lines of what Chancellor -LRB- Angela -RRB- Merkel in Germany provided us with . ''"", ""`` During the course of three years , the entire dry bulk fleet will have expanded by more than 40 percent and there is no chance that demand growth can match that , '' he told a Navigate shipping conference in London .""]"
2011-06-07,"['LONDON | Tue Jun 7 , 2011 6:39 pm BST LONDON -LRB- Reuters -RRB- - Norwegian oil and gas giant Statoil has called on the British government to publicly support the future use of gas in the UK energy mix to soothe investor concerns , a senior executive told Reuters .', 'LONDON , June 7 -LRB- Reuters -RRB- - A major upturn in dry bulk shipping rates is not expected before the end of 2013 as the freight market will continue to struggle with mounting fleet growth , leading ship broker Fearnleys said on Tuesday .', 'AMMAN -LRB- Reuters -RRB- - Syrians fled a restive town toward the Turkish border , fearing bloodshed as troops with tanks approached , under orders to hit back after the government accused armed bands there of killing scores of its security men .', ""`` We would like a clear statement from -LRB- the government -RRB- where they actually say that gas is to play a prominent role in the energy mix , something along the lines of what Chancellor -LRB- Angela -RRB- Merkel in Germany provided us with . ''"", ""`` During the course of three years , the entire dry bulk fleet will have expanded by more than 40 percent and there is no chance that demand growth can match that , '' he told a Navigate shipping conference in London ."", '-LRB-', 'BEIRUT -LRB-']"
2011-06-08,"[""- Britain , France , Germany and Portugal handed the U.N. Security Council a draft resolution on Wednesday condemning Syria 's crackdown on protesters , despite the risk of a Russian veto ."", 'Reuters -RRB- - Turkey threw open its borders to anxious Syrian refugees on Wednesday and urged their government to curb violence against civilians after thousands abandoned a town near the Turkish frontier in fear of a military assault .', '-LRB-', 'BEIRUT -LRB-', 'Turkish border guards have been ordered to allow Syrians in More than 2,000 people have already crossed the border , Ankara says .', 'By Owen Bennett-Jones BBC News , Guvecci Refugees say the true number of Syrians who have fled to Turkey is far higher than the official figure given Increasing numbers of refugees are moving from Syria into Turkey .', 'They fear the Syrian army and other security agencies controlled by Damascus will launch a major assault after the government said 120 security personnel were killed earlier this week .']"
2011-06-09,"['Lyall Grant said negotiators would meet again to discuss the draft on Thursday morning .', 'A group of three unemployed men aged 19 , 25 and 30 respectively who crossed over on Thursday morning talked of people being killed in and around the town of Jisr al-Shughour .', 'Turkish Prime Minister Tayyip Erdogan reiterated on Thursday that Turkey would keep its gates open to people from Syria .', 'But when the BBC finally tracked the colonel down on the phone , he told a story that was rather different from the myth that was already writing itself into the history books His defection , he said , had actually taken place four days after the killings in Jisr al-Shughour , on 9 June .', 'I arrived there on 9 June , and when I arrived , there was absolutely no Syrian army there .', ""Syria crisis : UN resolution submitted by UK and France Footage sent to the BBC apparently shows the funeral of an anti-government protester taking place in Jisr al-Shughour at the weekend The UK and France have presented a draft UN resolution condemning Syria 's suppression of protests , but stopping short of authorising concrete action ."", 'Meanwhile , hundreds of Syrians have been fleeing into Turkey in an attempt to escape an expected crackdown .', 'Turkish border guards have been ordered to allow Syrians in More than 2,000 people have already crossed the border , Ankara says .', ""The UN 's human rights chief has condemned Syria 's treatment of its people as `` unacceptable '' ."", ""Meanwhile , Brazil has become the latest nation - after China and Russia - to express concern over a proposed UN resolution to condemn Syria 's actions ."", 'By Owen Bennett-Jones BBC News , Guvecci Refugees say the true number of Syrians who have fled to Turkey is far higher than the official figure given Increasing numbers of refugees are moving from Syria into Turkey .', 'They fear the Syrian army and other security agencies controlled by Damascus will launch a major assault after the government said 120 security personnel were killed earlier this week .', ""`` Troops are gathering to prepare for an attack , '' said one refugee just 30 minutes after he had made it into Turkey ."", ""Syria 's army is moving into the northern town where 120 troops were reportedly killed this week , to `` restore order '' , state TV says Fearing an assault , many residents of the town , Jisr al-Shughour , fled into Turkey earlier as soldiers and tanks took up positions nearby Elsewhere in Syria , three people have reportedly been killed amid renewed anti-government protests across the country 0911 :"", 'Jim Muir BBC News , Beirut 0932 :', 'Jim Muir BBC News , Beirut 0956 : Jeremy Bowen BBC Middle East editor Adolf Agbormbai in the UK', ""The Syrian army swept into the northwestern border town of Jisr al-Shughour and began to arrest `` armed opponents '' , state television said ."", ""BST AMMAN -LRB- Reuters -RRB- - Syrian helicopter gunships fired machineguns to disperse pro-democracy protests , witnesses said , in the first reported use of air power to quell unrest in Syria 's increasingly bloody three-month-old uprising ."", 'The use of the aircraft came on a day of nationwide rallies against President Bashar al-Assad , as unrest showed no sign of abating despite the harsh crackdown by his authoritarian state .']"
2011-06-10,"['Full Article Syrian forces kill 28 ; some troops mutiny AMMAN | Fri Jun 10 , 2011 11:51 pm IST AMMAN -LRB- Reuters -RRB- - Syrian forces shot dead at least 28 at rallies after Friday prayers , activists said , and refugees described gunbattles between mutinous soldiers and other troops in recent days .', 'Fifty-seven Syrians from Jisr al-Shughour were in hospital in Turkey , its state-run Anatolian news agency said on Friday .', '2011 8:44 am EDT BEIRUT -LRB-', ""As it sent tanks on Friday into Jisr al-Shughour , a mainly Sunni Muslim town whose 50,000 inhabitants had mostly fled , the cause of last weekend 's bloodshed was still in dispute -- state media blamed unidentified gunmen but democracy activists said troops mutinied after refusing to fire on unarmed demonstrators ."", 'An eyewitness described a tank attack on a village near Jisr al-Shughour on Friday morning , in which people were killed and crops destroyed .', 'Turkey An eyewitness to some of the events in north-west Syria on Friday said that Syrian troops used tanks to attack a village near Jisr al-Shughour .', ""Syria 's army is moving into the northern town where 120 troops were reportedly killed this week , to `` restore order '' , state TV says Fearing an assault , many residents of the town , Jisr al-Shughour , fled into Turkey earlier as soldiers and tanks took up positions nearby Elsewhere in Syria , three people have reportedly been killed amid renewed anti-government protests across the country 0911 :"", ""The Syrian army swept into the northwestern border town of Jisr al-Shughour and began to arrest `` armed opponents '' , state television said ."", '-LRB-', ""BST AMMAN -LRB- Reuters -RRB- - Syrian helicopter gunships fired machineguns to disperse pro-democracy protests , witnesses said , in the first reported use of air power to quell unrest in Syria 's increasingly bloody three-month-old uprising ."", 'Syria :', 'Thousands still fleeing into Turkey Turkey says it might need international help if the crisis gets worse At least 4,300 people have now fled violence in Syria to seek refuge in Turkey , a senior Turkish official says .']"
2011-06-11,"['Turkish soldiers wait at the border zone between Syria and Turkey , near the Turkish village of Guvecci , 50 kilometres -LRB- 31 miles -RRB- from Hatay province June 11 , 2011 .', 'GUVECCI , Turkey | Sat Jun 11 , 2011 7:34 pm EDT', ""At the United Nations Russia and China snubbed Security Council talks on Saturday convened to discuss a draft resolution that would condemn Syria 's bloody crackdown on pro-democracy protesters , U.N. diplomats said ."", 'At a third site , set up in fields close to the border but so far still empty , workers carried beds into tents on Saturday .', 'Syria :', 'Thousands still fleeing into Turkey Turkey says it might need international help if the crisis gets worse At least 4,300 people have now fled violence in Syria to seek refuge in Turkey , a senior Turkish official says .', 'A BBC correspondent on the border says the real number of displaced people is probably much higher .', 'Syria :', ""US warns of ` humanitarian crisis ' over crackdown Turkey has said it may need international help if the situation worsened The United States says an ongoing military offensive in northern Syria has created a `` humanitarian crisis '' ."", 'White House officials have called on the Syrian government to end the use of violence against civilians and give aid agencies access to people in need .', ""The UK has presented a draft UN resolution condemning Syria 's suppression of protests Mr Hague said the violence was `` unacceptable and must stop '' ."", 'Protests against Syrian President Bashar al-Assad began in February and have spread across the country , with thousands fleeing into Turkey .', ""In a statement , Mr Hague said he remained `` deeply concerned by the very serious situation in Syria '' ."", ""Turkey 's `` zero problems with neighbors '' policy has made Ankara into a regional power and Prime Minister Tayyip Erdogan a hero in the Arab street .""]"
2011-06-12,"[""ANKARA -LRB- Reuters -RRB- - Turkey has put huge effort into improving ties with its neighbors in the Middle East but the unrest in Syria may force a rethinking of its foreign policy now that Sunday 's election is out of the way ."", ""Erdogan , whose country quietly hosted a conference of Syrian opposition figures last week , has said that after Sunday 's vote Ankara would talk to Assad in a `` very different manner . ''"", ""Turkey 's `` zero problems with neighbors '' policy has made Ankara into a regional power and Prime Minister Tayyip Erdogan a hero in the Arab street ."", '-RRB- -']"
2011-06-13,"['Mon Jun 13 , 2011 10:16 am BST LONDON , June 13 -LRB- Reuters', 'HANOI , June 13 -LRB-', ""Reuters -RRB- - Vietnam 's navy was due to hold live-fire drills off the central coast Monday but a senior naval source sought to downplay the exercises to avoid exacerbating escalating tensions with China over territorial disputes in the South China Sea ."", 'Two sessions of live-fire naval drills were scheduled for Monday in the sea off the coast near the town of Hoi An , a popular tourist destination south of Danang .', 'The Vietnamese foreign ministry declined to comment on the drills Monday , but described them last week as routine .', ""Monday , Hanoi publicized a June 10 directive from Prime Minister Nguyen Tan Dung ordering government agencies to enhance their digital security and develop contingency plans in the face of `` serious threats . ''"", 'The Philippines , which has also quarreled with China recently over maritime territory , said Monday it would refer to the South China Sea as the West Philippine Sea from now on .', 'Mon Jun 13 , 2011 4:16 am BST -LRB- Corrects first paragraph to show money supply growth at 30-month low -RRB- \\*', 'But analysts say c. bank facing tough battle to tame inflation BEIJING , June 13 -LRB- Reuters -RRB- - Chinese banks extended fewer new loans than expected in May , while broad money supply growth hit a 30-month low , as the government kept its foot on credit brakes in a bid to tame persistent inflation .', ""Xu Nuojin , the deputy head of the People 's Bank of China Guangzhou branch , said in comments published on Monday that inflation could become entrenched because price rises are still driven by too much cash in the economy ."", '\\* Referendum will block atomic power for decades \\* Major impact from Fukushima ROME , June 13 -LRB- Reuters -RRB- - Italians looked set to ban nuclear energy for decades on Monday in a referendum that was strongly influenced by the Fukushima disaster but was also a resounding political vote against Prime Minister Silvio Berlusconi .', ""Berlusconi said on Monday , before the referendum result was announced , `` We must probably say goodbye to the possibility of nuclear power stations and we must strongly commit ourselves to renewable energy '' ."", 'Vietnamese Prime Minister Nguyen Tan Dung signed a decree on Monday listing the types of cases which would be exempt in the event of a military draft in time of war .', ""China 's latest comments were in response to those from a key U.S. Democratic lawmaker on Asia policy , Senator Jim Webb , who said on Monday he would introduce a resolution urging China to enter into multilateral talks on maritime territorial disputes with its neighbors ."", '-RRB- -', ""\\* Vietnam says naval drills `` routine '' \\* China , SE Asian neighbors trade accusations \\* U.S. senator wants clear signal to China -LRB-"", ""Adds U.S. senator 's comments , paragraphs 13-16 -RRB-"", 'China May new yuan loans ease to 551.6 bln yuan as credit curbs bite \\* M2 money supply in May expands at slowest pace in 30 months \\*', 'Official figures showed turnout easily exceeding the 50 percent quorum needed to validate four referendums , including one on a ban on nuclear power .', 'Supporters of the proposals were considered far more likely to vote than opponents and early results showed well over 90 percent of votes cast were in favor of the ban .', 'Unverified footage from inside Syria suggests there is a deepening humanitarian crisis in the north of the country as many are made homeless by government troops .', ""`` We hope that countries that are not parties to the South China Sea dispute truly respect the efforts of the countries concerned to resolve their disputes through consultation , '' Chinese Foreign Ministry spokesman Hong Lei said ."", ""China 's main military newspaper was blunter .""]"
2011-06-14,"[""\\* China statements appear aimed at any U.S. involvement in dispute \\* Vietnamese military exercises under way off its coast \\* Vietnamese PM issues decree on possible call-up -LRB- Adds quotes and details -RRB- BEIJING , June 14 -LRB- Reuters -RRB- - China opposes external powers weighing in on territorial disputes in the South China Sea , it said on Tuesday after Vietnam said other countries , including the United States , could help defuse tensions over the potentially resource-rich region Vietnam outlined the terms of a possible military draft , a move that experts called a signal meant to show the country was prepared to defend its interests , but Beijing 's warning appeared aimed at Washington , which urged a collective solution to the sea tensions last year ."", 'Last updated at 12:41 GMT Help', ""`` We hope that countries that are not parties to the South China Sea dispute truly respect the efforts of the countries concerned to resolve their disputes through consultation , '' Chinese Foreign Ministry spokesman Hong Lei said .""]"
2011-06-15,"['As anti-regime demonstrations continued in many parts of the country , the government on Wednesday mobilised its own demonstration of popular support as thousands of people turned out in a Damascus suburb to wave a giant Syrian flag 2.4 km -LRB- 1.4 miles -RRB- long .', 'The use of live ammunition against mostly unarmed civilians has killed around 1,100 people , says the report .', 'BST SYDNEY -LRB- Reuters -RRB- - Lend Lease -LRB- LLC .']"
2011-06-16,"['SYDNEY | Thu Jun 16 , 2011 12:25 pm', 'BRASILIA | Thu Jun 16 , 2011 6:08 pm', 'AMMAN | Thu Jun 16 , 2011 7:54 pm EDT', ""A poor Hong Kong debut by luggage brand Samsonite International on Thursday augured ill for Prada 's offering , the biggest on the exchange so far this year ."", ""The move , which managers at Los Angeles outlets said took effect on Thursday , comes as fast-food companies are under pressure to stop using toys to market children 's meals that are high in calories , sugar , fat and salt ."", 'BST SYDNEY -LRB- Reuters -RRB- - Lend Lease -LRB- LLC .', 'BST BRASILIA -LRB- Reuters', 'AMMAN -LRB- Reuters -RRB- - Tycoon Rami Makhlouf , who says he is quitting the Syrian business scene , owes his fortune and his role as a hate figure for protesters to his cousin President Bashar al-Assad .', 'Fund managers said that while luxury investors are used to paying more for high-end discretionary brands , Prada had to adapt its initial ambition due to market volatility .']"
2011-06-17,"['By Michael Martina and Benjamin Kang Lim BEIJING | Fri Jun 17 , 2011 12:31 pm BST BEIJING -LRB- Reuters', ""today it 's more critical that they focus on Know Your Insider ' because that is where they have a weakness . ''"", 'By Michael Martina and Benjamin Kang Lim BEIJING | Fri Jun 17 , 2011 12:31 pm BST BEIJING -LRB- Reuters', '\\* Global market volatility weighs on IPO \\* Prada valued at $ 13 bln ; LVMH market cap of $ 80 bln By Elzio Barreto , Elisa Anzolin and Gianluca Semeraro HONG KONG\\/MILAN , June 17 -LRB- Reuters -RRB- - Italian fashion house Prada SpA floated at the low end of its target price range on Friday , raising $ 2.1 billion as investors baulked at its rich valuation while global markets are weak .', 'The maker of luxury bags and Miu Miu dresses , which had originally hoped to raise as much as $ 2.6 billion , priced its initial public offering -LRB- IPO -RRB- at HK$ 39.50 a share , three sources with direct knowledge of the deal said on Friday .', 'Sectarian tensions have already spilled into Lebanon , where at least three people were killed in a clash between Alawis and Sunnis in the northern city of Tripoli Friday .', '-RRB- - China will boost its coastal forces by adding ships and 6,000 personnel by 2020 , state media said on Friday , a move likely to raise tensions with neighbors staking rival claims to waters thought to hold vast reserves of oil and gas .', ""BST LONDON -LRB- Reuters -RRB- - Employers rushing to boost cyber defences after a rash of U.S. online break-ins wo n't block spies and thieves by simply throwing technology at the problem , since their core weakness is often badly-trained and - managed workers ."", '-RRB- - China will boost its coastal forces by adding ships and 6,000 personnel by 2020 , state media said on Friday , a move likely to raise tensions with neighbors staking rival claims to waters thought to hold vast reserves of oil and gas .', 'Fund managers said that while luxury investors are used to paying more for high-end discretionary brands , Prada had to adapt its initial ambition due to market volatility .']"
2011-06-18,"['This footage was taken at a camp on Saturday in a rare opportunity for media to see refugee life here .', 'Syrian children praise God in a Turkish refugee camp .']"
2011-06-20,"[""20 June 11 16:14 GMT Supporters of Syrian President Bashar al-Assad say his speech was encouraging and responsive to people 's demands , but his opponents say they have heard it all before and that the only solution they will accept is the fall of the regime ."", ""Rateb Shallah , head of the Syrian Chambers of Commerce Federation , was at the speech on Monday and expressed confidence in the president 's promised reforms ."", 'Breaking a two-month silence on Monday to tackle the wave of protests against his rule , Assad promised new laws on political parties and elections and a review of the constitution which enshrines the ruling Baath Party at the center of politics .', 'But by Monday , most agreed , the State Security forces had been comprehensively routed and Jisr al-Shughour had become a ghost town .', 'Monday Assad pledged reforms , including new laws on political parties and elections , but they were seen by opponents as too little , too late and too vague .', ""`` We were not expecting something huge from the regime because we have seen their actions and know how they are dealing with peaceful protesters , ''"", ""Syria 's ruling Baath party is facing one of the gravest crises in its history What prompted the protests in Syria ?"", 'Syrians have endured decades of economic hardship , political repression and corruption under the rule of the Assad family , in power since 1971 .', ""President Bashar al-Assad - who inherited power from his father Hafez in 2000 - had moved to open up the country 's economy , but continued to jail critics of the regime and maintained a stranglehold on the internet and media .""]"
2011-06-21,"['By Timothy Gardner and Tom Doggett WASHINGTON , June 21 -LRB- Reuters', 'The EPA on Tuesday proposed increasing the use of corn-based ethanol to 13.2 billion gallons next year , matching what Congress required .', 'Assad offers no sign of easing grip over Syria A supporter wears a T-shirt with a picture of Syrian President Bashar al-Assad in al-Umawiin square in Damascus June 21 , 2011 , as several large government rallies take place across the country to support him .', ""BST LOS ANGELES -LRB- Reuters -RRB- - Fast-food chain Jack in the Box has pulled toys from its kids ' meals , a spokesman told Reuters on Tuesday ."", 'BST KABUL\\/ISLAMABAD -LRB- Reuters -RRB- - Fighting across the Pakistan-Afghanistan border will overshadow talks when the two countries meet along with the United States on Tuesday to map out plans for reconciliation with the Taliban .', ""President Bashar al-Assad - who inherited power from his father Hafez in 2000 - had moved to open up the country 's economy , but continued to jail critics of the regime and maintained a stranglehold on the internet and media ."", '\\* EPA cuts cellulosic ethanol target for second year \\* Cellulosic ethanol costs much more than corn-based fuel \\* Study says price-viable cellulosic ethanol years away -LRB- Recasts , adds more details about cellulosic ethanol -RRB-', '-RRB-', '-LRB-']"
2011-06-22,"[""Farm ministers gathering in Paris on June 22 - 23 would also call on the group 's finance ministers to control food commodity speculation by adopting stricter regulations for food derivatives markets , the statement , obtained by Reuters , said ."", 'LONDON | Wed Jun 22 , 2011 7:39 pm BST LONDON', ""LONDON | Wed Jun 22 , 2011 5:00 pm EDT LONDON -LRB- Reuters -RRB- - Syria could slip into civil war and spark regional conflict if there is no rapprochement between President Bashar al-Assad and an uprising against his autocratic rule , Assad 's dissident cousin said Wednesday ."", 'U.S. President Barack Obama announced Wednesday he planned to withdraw 33,000 troops from Afghanistan by the end of next summer .', ""The BBC 's Gabriel Gatehouse has been investigating the now notorious incident at Jisr al-Shughour ."", '-LRB-', 'Reuters -RRB- - Researchers studying autistic toddlers have discovered their brain activity appears to be out of sync at a very early stage -- a finding that sheds light on the biology of the condition and might help in earlier diagnosis .', 'Ribal al-Assad , who lives in London , also said religious extremists were hijacking the three-month uprising , and that a corrupt inner circle was manipulating the president into resisting concessions to the protest movement .', ""Syrian refugees tell of rape , murder and destruction Watch Kholood and Qotayba tell their stories about the Syria refugee crisis Newsnight 's Shaimaa Khalil hears testimony in Lebanon from Syrians who have fled their country after protests which have reportedly left 1,100 people dead , hundreds more injured and thousands under arrest ."", ""Reuters -RRB- - Concerns about the future of the NHS have boosted support for the opposition 's healthcare policies , but that has yet to translate into increased support for Labor as a whole , according to the latest Reuters\\/Ipsos MORI poll ."", '-LRB-']"
2011-06-23,"['2011 7:53 am BST LONDON -LRB-', ""A third of the public thought trade unions had too much power today , although three-quarters believed they were essential to protect workers ' rights -- a level that has changed little since Ipsos MORI first asked the question in 1975 ."", 'PRAGUE | Thu Jun 23 , 2011 3:45 pm BST PRAGUE', ""They need to be looked after in their last days of life and even to perform their last rites after death , '' said Sunil Babu Pant , BDS 's founder ."", ""Reuters -RRB- - Concerns about the future of the NHS have boosted support for the opposition 's healthcare policies , but that has yet to translate into increased support for Labor as a whole , according to the latest Reuters\\/Ipsos MORI poll ."", '-LRB-', 'BST KATHMANDU -LRB- Reuters Life !', '-LRB- Reuters']"
2011-06-24,"[""VALENCIA , Spain | Fri Jun 24 , 2011 3:06 pm BST VALENCIA , Spain -LRB- Reuters -RRB- - Red Bull 's Mark Webber returned to the scene of last year 's spectacular airborne crash on Friday and set the fastest time in first practice for Sunday 's European Formula One Grand Prix ."", 'There was also disappointment for Indian Karun Chandhok , making a Friday appearance for Team Lotus in his reserve role .', 'KATHMANDU | Fri Jun 24 , 2011 10:17 am', 'BST \\* SPR oil sale terms now favor U.S. vessels to move crude \\* US shipping group said govt was helping foreign workers WASHINGTON , June 24', ""Webber 's team mate and reigning world champion Sebastian Vettel , who has won five times this year already and was triumphant in Valencia last year , was a distant 16th on the timing screens ."", 'BST KATHMANDU -LRB- Reuters Life !', '-RRB-', '-LRB- Reuters']"
2011-06-26,"['ANKARA | Sun Jun 26 ,', 'ANKARA -LRB- Reuters -RRB- - Turkey faces a growing danger Syrian economic and social disruption could spill onto its soil , with some fearing an influx of refugees could draw its troops into border operations uncomfortably close to Syrian forces .']"
2011-06-27,"[""A spokesman for Karzai said on Monday Pakistan 's ambassador to Kabul had been summoned over the issue , though adding : `` we are sure it can be resolved . ''"", 'LONDON | Mon Jun 27 , 2011 7:51 pm BST LONDON -LRB- Reuters -RRB- -', 'Britain and China unveiled deals worth 1.4 billion pounds during a visit by Chinese Premier Wen Jiabao on Monday , including a new agreement between energy group BG Group and Bank of China to help BG expand there .', ""Monday 's meeting in Damascus , she said , was not enough on its own to address demands for reform ."", '-LRB-', ""Reuters -RRB- - A leader of Bahrain 's second largest opposition group said the party would join a national dialogue next week but a sectarian crisis was inevitable unless talks led to genuine political reform ."", 'While Wen and British Prime Minister David Cameron spoke optimistically about the prospects for increasing trade and investment between their countries they also laid bare differences over human rights and the Libyan conflict .', ""Senior Russian officials , who have thwarted Western attempts to condemn Assad for crushing protests against his rule , held a meeting with some of Assad 's most vociferous critics in Moscow .""]"
2011-06-28,['-LRB-']
2011-06-29,"[""On Wednesday the U.S. Treasury Department said it was also imposing sanctions against Syria 's security forces for human rights abuses and against Iran for supporting them ."", ""Reuters -RRB- - Syria 's opposition , weakened by half a century of oppression under the Baath party , is united in demanding change but divided over how to achieve it .""]"
2011-06-30,"[""BRUSSELS\\/ZAGREB | Thu Jun 30 , 2011 9:21 pm BST BRUSSELS\\/ZAGREB -LRB- Reuters -RRB- - Croatia wrapped up its preparations to join the European Union Thursday , after its vigorous anti-corruption reforms softened the bloc 's reluctance to expand ."", 'BST -LRB- Adds details of fund , investment strategy -RRB-']"
2011-07-01,"['AMMAN | Fri Jul 1 , 2011 7:07 pm EDT', 'AMMAN -LRB- Reuters -RRB- - Syrian forces killed 24 civilians on Friday , a prominent rights lawyer said , as tens of thousands of people called on President Bashar al-Assad to step down in some of the biggest demonstrations since a three month uprising .', ""Defying Assad 's military crackdown , demonstrators took to the streets again after Friday prayers across the country , from towns near the western Lebanese border to the desert regions near Iraq in the east ."", 'Around 100 people crossed over into Lebanon early on Friday , witnesses said .', ""Syrian television showed a pro-Assad demonstration of around 100 people in the northern city of Aleppo on Friday , and state media reported several other large gatherings organized by the authorities on Thursday which they said expressed support for Assad 's proposed reforms ."", ""In an address relayed to some 100,000 supporters in Tripoli 's Green Square on Friday , Gaddafi urged NATO to halt its bombing campaign or risk seeing Libyan fighters descend on Europe `` like a swarm of locusts or bees . ''"", ""Libyan rebels who had advanced to within 80 km of the capital were stopped in their tracks on Friday by a barrage of rocket fire from government forces , underlining the dogged resistance of Gaddafi troops to a five-month revolt . ''"", ""Britain 's Defense Ministry said Apache helicopters hit three tanks and a bunker firing position in an attack on an army camp west of Tripoli late on Friday ."", ""A document seen by Reuters showed African Union leaders had agreed on Friday that member states would not execute the arrest warrant for Gaddafi , leaving open the possibility that he could go into exile in one of the African Union 's 53 nations .""]"
2011-07-02,['-RRB- -']
2011-07-03,"[""Full Article FEATURE - British veterans of Spain 's Civil War honored LONDON | Sun Jul 3 , 2011 2:33 pm IST LONDON -LRB- Reuters"", 'MADRID\\/TRIPOLI , July 3 | Sun Jul 3 , 2011', '12:10 am BST MADRID\\/TRIPOLI , July 3 -LRB-', 'July 3 - A Vlastivostok Avia TU 154 on a flight from Yekaterinburg to Vladivostok , crashes near Irkutsk at Burdanovka killing all 145 aboard .', 'U.S. Northeast digs out from blizzard , tornado strikes in South .', '-RRB- -']"
2011-07-06,"['After weeks of static fighting , the rebels made significant advances on Wednesday : pushing west from Misrata to within 13 km -LRB- 8 miles -RRB- of Zlitan , where large numbers of pro-Gaddafi forces are based , and seizing the village of Al-Qawalish in the southwest .', ""City clerk 's offices in the five boroughs of New York normally are closed on weekends , but Mayor Michael Bloomberg said that for this special occasion they will be open .""]"
2011-07-07,"['NEW YORK | Thu Jul 7 , 2011 3:09 pm BST NEW YORK']"
2011-07-08,"['DAFNIYA\\/AL-QAWALISH , Libya | Fri Jul 8 , 2011 9:30 pm BST DAFNIYA\\/AL-QAWALISH , Libya -LRB- Reuters -RRB- - Muammar Gaddafi threatened to take the war in Libya to Europe on Friday while rebels came under heavy fire as they renewed their push against his forces .', ""Tens of thousands of Gaddafi supporters rallied in Tripoli 's Green Square for Friday prayers , underscoring his refusal to step down after four decades in power and five months of fighting ."", ""`` I think it 's heading towards a clear conclusion -- eventually , we do n't know when that will be , when Colonel Gaddafi realizes that his departure is essential to the future of Libya and its people , '' British Foreign Secretary William Hague told Reuters in an interview on Friday ."", 'Large numbers also turned out in the desert town of Sabha , 800 km -LRB- 500 miles -RRB- to the south in an apparent attempt to show that Gaddafi still enjoys support in the areas of Libya he still controls .']"
2011-07-09,"['Reuters\\/David Hume Kennerly\\/Courtesy Gerald R. Ford Library\\/Handout LOS ANGELES | Sat Jul 9 , 2011 8:00 am BST LOS ANGELES -LRB- Reuters -RRB- - Betty Ford , the wife of the late President Gerald Ford , who overcame alcohol and prescription drug addictions and helped found a rehabilitation clinic that bears her name , died on Friday at the age of 93 .', ""`` I was deeply saddened this afternoon when I heard of Betty Ford 's death , '' another former first lady , Nancy Reagan , said in a statement confirming Ford 's death ."", 'July 9 - A Russian Airbus A-310 run by Sibir airlines carrying 195 passengers and eight crew , crashes during a domestic flight to Siberia , killing 122 .', 'Credit :']"
2011-07-10,"['BST -LRB- Reuters -RRB- - Divers searching a Russian river boat which sank in the Volga at the weekend said they saw more than a hundred bodies trapped inside .', '-RRB-']"
2011-07-11,"['LONDON | Mon Jul 11 , 2011 11:50 am BST LONDON -LRB- Reuters', 'Market participants said sterling would continue to be jerked around by the euro and developments in the euro zone as finance ministers hold an emergency meeting on Monday .', 'BST -LRB- Reuters -RRB- - Divers searching a Russian river boat which sank in the Volga at the weekend said they saw more than a hundred bodies trapped inside .']"
