time,Sentences
2005-03-24,"['Suppressed passage suggests that attorney general still believed invasion was illegal less than two weeks before the troops went in Thursday 24 March 2005 17.20 GMT', 'Contained in a 63-page draft report to the general assembly , entitled In Larger Freedom : Towards Development , Security and Human Rights']"
2005-03-25,"[""On Friday , a US court ordered the papers ' release under the American Freedom of Information Act , following a request by the American Civil Liberties Union ."", ""Kofi Annan is embarking on an immediate and full-scale lobbying campaign to persuade members of the United Nations to adopt what he calls `` the most far-reaching reforms in the history of the UN '' ."", 'Contained in a 63-page draft report to the general assembly , entitled In Larger Freedom : Towards Development , Security and Human Rights', 'The crucial events that led to the occupation of Iraq by the US and Britain are now classified , proven and documented .', 'Tony Blair and his New Labor cohorts , backed by their Conservative allies , lied without shame to drag a reluctant country to war .']"
2005-03-26,"[""For one day only , I 'm a Lib Dem We must take the politics of the anti-war front into the electoral arena Saturday 26 March 2005 00.35 GMT"", 'Tony Blair and his New Labor cohorts , backed by their Conservative allies , lied without shame to drag a reluctant country to war .']"
2005-03-27,"[""The following correction was printed in the Guardian 's Corrections and clarifications column , Sunday March 27 , 2005"", 'Had she come to Crawford at Easter , she would most likely have gone unnoticed .', 'Her husband , Chief Warrant Officer Lawrence Colton , was killed on Easter Day last year when his Apache helicopter was shot down by a surface-to-air missile while responding to a distress call from a fuel convoy under attack .']"
2005-03-30,"[""The highest-ranking US general in Iraq authorised the use of interrogation techniques that included sleep manipulation , stress positions and the use of dogs to `` exploit Arab fears '' of them , it emerged today .""]"
2005-03-31,"[""BST A final analysis of the intelligence fiasco over Iraq 's non-existent weapons of mass destruction will today focus blame on the CIA and other spy agencies , largely clearing the White House and the Pentagon of allegations that they shaped the intelligence to justify the invasion , according to early accounts of the report ."", ""A presidential commission investigating the intelligence debacle that preceded the Iraq invasion reported yesterday that the damage done to US credibility would `` take years to undo '' ."", ""Jean Ziegler , the UN Human Rights Commission 's special expert on the right to food , said more than a quarter of Iraqi children do not have enough to eat and 7.7 % are acutely malnourished - a jump from 4 % recorded in the immediate aftermath of the US-led invasion ."", ""American intelligence was described by the report as being in chaos , often paralysed by the rivalry of 15 different spy agencies and affected by unchallenged assumptions about Baghdad 's supposed weapons of mass destruction .""]"
2005-04-01,"['But whether he can - or will - put US interests to one side remains to be seen Friday 1 April 2005 00.03', ""American intelligence was described by the report as being in chaos , often paralysed by the rivalry of 15 different spy agencies and affected by unchallenged assumptions about Baghdad 's supposed weapons of mass destruction ."", ""The incompetence described in the report occasionally descends into farce , particularly over an Iraqi defector codenamed Curveball , whose fabricated tales about mobile biological laboratories and their influence on US decision-makers were reminiscent of Graham Greene 's accidental spy in Our Man in Havana ."", ""The Guardian profile : Paul Wolfowitz The intellectual force behind the Bush administration 's neo-conservatives has been trying to charm his critics as he is crowned head of the World Bank ."", ""BST For opponents of America 's war on Iraq and fans of Michael Moore , one of the most indelible moments of the film"", 'No home fit for heroes', 'Around 130,000 veterans of the Iraqi conflict have already returned to the US .', 'For some , all that awaits is a life of virtual destitution .']"
2005-04-02,"['Human rights groups said yesterday that the comments raised fresh questions over the role of civilian contractors operating in Iraq and other world flashpoints .', ""Germany invades Poland , Second World War begins 1946 : Winston Churchill makes ` Iron Curtain ' speech 1949 : Israel admitted to the new United Nations Karol Jozef Wojtyla , the second son of a retired army officer and tailor , and a schoolteacher , was born in Wadowice , a town of 8,000 Catholics and 2,000 Jews 35 miles south west of Krakow , in 1920 ."", 'Europe was still reeling from the First World War and the cataclysmic changes that the conflict had wrought .', 'BST An alcoholic cousin of an aide to Ahmed Chalabi has emerged as the key source in the US rationale for going to war in Iraq .', ""According to a US presidential commission looking into pre-war intelligence failures , the basis for pivotal intelligence on Iraq 's alleged biological weapons programs and fleet of mobile labs was a spy described as ` crazy ' by his intelligence handlers and a ` congenital liar ' by his friends ."", ""BST One of the biggest private security firms in Iraq has created outrage after a memo to staff claimed it is ` fun ' to shoot people .""]"
2005-04-03,"[""` Crazy ' Iraqi spy was full of misinformation , says report Sunday 3 April 2005 02.26"", ""Fury at ` shoot for fun ' memo Outburst by US security firm in Iraq is attacked by human rights groups Sunday 3 April 2005 02.26"", 'BST An alcoholic cousin of an aide to Ahmed Chalabi has emerged as the key source in the US rationale for going to war in Iraq .', ""According to a US presidential commission looking into pre-war intelligence failures , the basis for pivotal intelligence on Iraq 's alleged biological weapons programs and fleet of mobile labs was a spy described as ` crazy ' by his intelligence handlers and a ` congenital liar ' by his friends ."", ""BST One of the biggest private security firms in Iraq has created outrage after a memo to staff claimed it is ` fun ' to shoot people ."", ""Emails seen by The Observer reveal that employees of Blackwater Security were recently sent a message stating that ` actually it is `` fun '' to shoot some people . '""]"
2005-04-05,"['Disagreement over which Sunni would be vice-president held up a deal , but political leaders decided late yesterday to favor Mr Yawar over elder statesman Adnan Pachachi .', 'The Iraqi president , Jalal Talabani .']"
2005-04-06,"[""Vahid Salemi\\/AP The two-month political deadlock over the make-up of Iraq 's new leadership ended with the election of the Kurdish leader Jalal Talabani as president today ."", 'Wednesday 6 April 2005', 'The Iraqi president , Jalal Talabani .', 'Photograph :', '12.47 BST', 'It looks like a Naomi Klein book .']"
2005-04-08,"['Speedboats were tested on the lake yesterday and musicians practiced for the opening ceremony .', 'Four children collecting litter yesterday were killed by a bomb hidden in the rubbish which was probably intended for US or Iraqi security forces .', 'On the night of April 8 came a vicious fire fight at Adaiya , in southern Iraq .', ""`` Reports that George Bush and Tony Blair discussed a plan to bomb al-Jazeera reinforce concerns that the US attack in Baghdad on April 8 -LRB- 2003 -RRB- was deliberate targeting of the media , '' said Aidan White , the general secretary of the IFJ ."", '`` We have been campaigning vigorously for an independent inquiry into what happened in Baghdad on April 8 -LRB- 2003 -RRB- .', 'A slow rebirth for Baghdad the beautiful Two years after US tanks rolled in', "", Iraq 's capital is part ruin , part building site ."", 'Now locals are trying to restore some color to their city']"
2005-04-12,"['Tuesday 12 April 2005 01.52', 'Independent sources said yesterday that the war was clearly a factor .', 'Mr Russell said yesterday .', 'The MoD said yesterday that it was unable to comment .', 'BST A report to the UN human rights commission in Geneva has concluded that Iraqi children were actually better off under Saddam Hussein than they are now .', 'This , of course , comes as a bitter blow for all those of us who , like George Bush and Tony Blair , honestly believe that children thrive best when we drop bombs on them from a great height , destroy their cities and blow up hospitals , schools and power stations .', 'BST', 'The number of soldiers to desert the army or go absent without leave has more than doubled over the past year , the Ministry of Defense has revealed .']"
2005-04-13,"['Wednesday 13 April 2005 01.03', 'BST', 'The number of soldiers to desert the army or go absent without leave has more than doubled over the past year , the Ministry of Defense has revealed .']"
2005-04-15,"['Last Friday , Marla left a telephone message to her parents : `` Mom and Dad , I love you .', ""On Friday , it 's Michael Howard ; this evening I 'm in Leeds with the prime minister , Tony Blair .""]"
2005-04-16,"['Last Saturday , almost three and a half years later , a journey which started in the Afghan winter ended on a balmy spring afternoon in Baghdad .', ""The target of Saturday 's attack appears to have been a convoy of civilian contractors who happened to be passing the couple when the bomber struck ."", ""Mr Keogh , 49 , is accused of sending the document to Mr O'Connor , 42 , between April 16 and May 28 2004 ."", ""` Everyone should know about it '"", 'We asked Six London teenagers to tell us about the war ...']"
2005-04-17,"[""Sixty years on from the end of war in Europe , how much do today 's teenagers actually know about the events surrounding the Second World War ?"", 'We decided to put this assumption to the test by gathering together a panel of six London teenagers to discuss what they know about the war and what it means to them today .', ""It 's the same today , even though we should have learned from the Second World War , with all the extremists and the American invasion and everything ..."", ""It 's easier to be against war today ."", ""` Everyone should know about it '"", 'We asked Six London teenagers to tell us about the war ...']"
2005-04-18,"['It was their last job , on the last day of their assignment to Saudi .', 'The man who would not die Ten months ago , a BBC journalist and Irish cameraman set off on a seemingly safe assignment in Saudi Arabia .']"
2005-04-19,"['Al-Jazeera said today it had appealed to the government to reverse its decision .', 'The Kurdish rebel-turned president said he opposed capital punishment on principle .', 'Al-Jazeera : the broadcaster has fallen foul of governments across the Middle East', 'The Iranian authorities have shut down the Tehran offices of al-Jazeera , accusing the broadcaster of inflaming ethnic riots in the south of the country .']"
2005-04-20,"[""`` I said to her father this morning : ' A lot of people spend their whole lives and do not begin to accomplish what she 's done . ' ''"", 'The bodies of 69 people , apparently victims of separate insurgent attacks , were discovered in two locations in Iraq today .', 'Today Mr Talabani insisted : `` It is not true that there were no hostages .', ""Yet , single-handedly , the idealistic aid worker secured millions of dollars ' worth of compensation from America for the victims of its wars in Afghanistan and Iraq ."", 'The Iraqi president , Jalal Talabani , reported that the bodies of 50 people had been dragged from the Tigris river south of Baghdad .']"
2005-04-21,"[""BST Tony Blair will receive a major boost tomorrow when the Sun endorses Labor for the general election on May 5 , citing the prime minister 's bravery over the Iraq war ."", ""Blair 's Newsnight interview The prime minister talked about tax , immigration and his own future with the BBC 's Jeremy Paxman .""]"
2005-04-26,"['Brian Sedgemore -LRB- r -RRB- with Charles Kennedy this morning .', ""Making his first appearance as a Lib Dem this morning , he said : `` It is against this background I decided I could no longer support the Labor party and would join the Liberal Democrats . ''"", ""Mr Kennedy was reacting to Mr Blair 's repeated claim - made again in an interview in the Guardian today - that people who plan to vote Liberal Democrat risk waking up to a Tory government on May 6 ."", ""The Liberal Democrats have published a series of newspaper adverts today claiming that they would be Britain 's most popular party if everyone who wanted to vote for them did ."", 'He would not , however , elaborate on a claim he made in the Independent today that there were more Labor politicians waiting to follow him out of the party .', 'Tuesday 26 April 2005 01.44 BST', 'He should be in prison , not standing for election Tuesday 26 April 2005 01.44', ""Today 's Labor party has been a supine collaborator in this policy of appeasement , just like the Tory party in the 1930s ."", 'Daniel Berehulak\\/Getty Michael Howard yesterday paved the way for a bitter end to the general election when the Tories launched a nationwide poster campaign explicitly condemning Tony Blair as a liar .', 'Mr Howard was last night unapologetic about the poster , which includes language that would be ruled out of order in the House of Commons .', ""Gareth Fuller\\/PA Brian Sedgemore , a Labor MP for 27 years , has defected to the Liberal Democrats and urged voters to give Tony Blair a `` bloody nose '' at the general election next week ."", ""Obviously , as far as terms of engagement go , international law has now been supplanted by Mr Blair 's personal reckoning of what `` the right thing to do '' is , but back then we vaguely remember some stuff about chemical weapons and , as evidence of the old boy 's willingness to use them , a load of glottal-stopped lip-quivering from the PM about what happened to the Kurds at Halabja ."", 'The prime minister is a war criminal Like Chamberlain in the 30s , Blair is an appeaser of a dangerous global power .', 'BST Tony Blair has been the worst prime minister since Neville Chamberlain , a figure with whom he shares a number of significant characteristics .', 'Three days before the first US missiles hit Baghdad , Lord Goldsmith , the attorney general , answered a question in the Lords on the legal basis for the use of military force .', 'BST Private Johnson Beharry after receiving his Victoria Cross for his deeds in Iraq .', 'BST The Gulf state of Qatar is considering privatising its satellite TV channel , al-Jazeera , because of pressure from the US and a de facto advertising boycott by Arab countries offended by its critical coverage .', 'Conservative party co-chairman , Liam Fox , and shadow chief secretary to the treasury , George Osborne , unveil the latest Conservative campaign poster .', 'BST Robert Zoellick is the archetypal US government insider , a man with a brilliant technical mind but zero experience of any coalface or war front .', 'Sliding effortlessly between ivy league academia , the US treasury and corporate boardrooms -LRB- including an advisory post with the scandalous Enron -RRB- , his latest position is the number-two slot at the state department .']"
2005-04-27,"[""It is the duty of the young to go to the barricades for foolish causes , but today 's students would rather drink than demonstrate Wednesday 27 April 2005 01.50 BST"", ""All this brings us back to today 's students ."", ""The Iraq war hero Johnson Beharry , who twice saved the crew of his armored vehicle from ambushes , received the Victoria Cross today and was told by the Queen : `` You 're very special . ''"", ""Speaking today after receiving the medal at a ceremony at Buckingham Palace , Pte Beharry , of the Princess of Wales 's Royal Regiment , said the Queen had told him that `` she does n't get to present the VC very often '' ."", ""Today Pte Beharry outranked Britain 's top soldier , General Sir Michael Jackson , for the day ."", 'Lord Goldsmith last night said he stood by his opinion that it was legal for Britain to go to war in Iraq .', ""`` Last night we received devastating new information which exposed that when Mr Blair said ' I have never lied ' , he was not telling the truth , '' he said ."", 'Mr Blix said last night : `` The things found were all small things .', 'By contrast , it was some years since his students had marched further than the pub .', 'What was the legal advice ?', 'Three days before the first US missiles hit Baghdad , Lord Goldsmith , the attorney general , answered a question in the Lords on the legal basis for the use of military force .', 'BST Private Johnson Beharry after receiving his Victoria Cross for his deeds in Iraq .', ""BST Tony Blair was told by the government 's most senior law officer in a confidential minute less than two weeks before the war that British participation in the American-led invasion of Iraq could be declared illegal ."", 'In a legal opinion Mr Blair has repeatedly refused to publish and never seen by the cabinet , Lord Goldsmith , the attorney general , spelled out the dangers of going to war , including the prospect of Britain losing a case in an international court .', 'Full text : Iraq legal advice -LRB- part two -RRB-', 'You have asked me for advice on the legality of military action against Iraq without a further resolution of the Security Council .', 'Lord Goldsmith said there would have to be evidence that Iraq was not complying with the inspectors .', 'But Mr Blix , who has since retired to Sweden , said his inspectors found no compelling evidence that Iraq had a hidden arsenal or was blocking the work of the inspectors .']"
2005-04-28,"[""The next day , Lord Goldsmith saw Lord Falconer and Baroness Morgan , two of Mr Blair 's closest advisers , at an unminuted Downing Street meeting , and expressed his `` clear view '' that war would be lawful under 1441 ."", 'Attorney general feared court challenge Weapons evidence was crucial Thursday 28 April 2005 12.48', ""`` However , it must be recognized that on previous occasions when military action was taken on the basis of a reasonably arguable case , the degree of public and parliamentary scrutiny of the legal issue was nothing as great as it is today . ''"", 'Read the first part of the advice Thursday 28 April 2005 18.46 BST 20 .', 'However , it must be recognized that on previous occasions when military action was taken on the basis of a reasonably arguable case , the degree of public and Parliamentary scrutiny of the legal issue was nothing like as great as it is today .', 'Tony Blair at a Labor poster launch this morning .', ""The full 13 pages of the attorney general 's formerly confidential advice on the legality of the Iraq war were today published as the prime minister , Tony Blair , battled accusations that he misled parliament and the cabinet over its contents ."", 'Further paragraphs released today also reveal Lord Goldsmith advised Mr Blair that in those circumstances he could not guarantee legal action would not be brought against members of the armed forces or government .', ""`` Once he advised that , the question for everybody was political , '' Mr Blair said today ."", ""The 13-page minute was sent to Mr Blair on the same day that the chief UN weapons inspector , Hans Blix , declared that Iraq had made `` substantial '' progress in destroying its long-range missiles , and he found no evidence of biological or chemical weapons ."", 'Thursday 28 April 2005 13.03 BST The head of the United Nations weapons inspectors in the run-up to the Iraq war , Hans Blix , last night undercut one of the main grounds offered by the attorney general , Lord Goldsmith , in his legal advice to Tony Blair .', 'Three days ago army private Sam Huff was buried with full military honors at Arlington National Cemetery .', 'The BBC has also admitted it had too many under-35s in the audience for the Question Time election special on Thursday April 28 , in which Tony Blair , Michael Howard and Charles Kennedy were quizzed in turn by people in the studio .', 'Around 1,500 have died since the Shia-led government of Ibrahim al-Jafaari took office on April 28 .', 'The slaughter is part of a fresh wave of insurgent violence in Iraq that has killed more than 250 people since the prime minister , Ibrahim al-Jaafari , announced his new government on April 28 .', ""BST Tony Blair was told by the government 's most senior law officer in a confidential minute less than two weeks before the war that British participation in the American-led invasion of Iraq could be declared illegal ."", 'In a legal opinion Mr Blair has repeatedly refused to publish and never seen by the cabinet , Lord Goldsmith , the attorney general , spelled out the dangers of going to war , including the prospect of Britain losing a case in an international court .', 'Full text : Iraq legal advice -LRB- part two -RRB-', 'You have asked me for advice on the legality of military action against Iraq without a further resolution of the Security Council .', 'Lord Goldsmith said there would have to be evidence that Iraq was not complying with the inspectors .', 'But Mr Blix , who has since retired to Sweden , said his inspectors found no compelling evidence that Iraq had a hidden arsenal or was blocking the work of the inspectors .', 'Gerry Broome\\/AP A US military jury has imposed the death penalty on a Muslim soldier who launched a fatal grenade and rifle attack on his comrades in the run up to the invasion of Iraq .']"
2005-04-29,"[""Friday 29 April 2005 12.53 BST Sergeant Hasan Akbar -LRB- l -RRB- of the US army 's 101st Airborne Division is led from the courtroom at Fort Bragg , North Carolina during the sentencing phase of his court martial for a 2003 attack on his fellow soldiers in Kuwait ."", ""`` Sudan is still considered a state sponsor of terror , '' a state department spokesman said yesterday ."", 'Gerry Broome\\/AP A US military jury has imposed the death penalty on a Muslim soldier who launched a fatal grenade and rifle attack on his comrades in the run up to the invasion of Iraq .', 'Only months after the US accused Khartoum of carrying out genocide in Darfur , Sudan has become a crucial intelligence asset to the CIA .', ""In the Middle East and Africa , Sudan 's agents have penetrated networks that would not normally be accessible to America , one former US intelligence official told the Guardian .""]"
2005-04-30,"['They are dismayed by horrors in Africa , but would rather spend Saturday afternoon watching Man U than demonstrating outside Downing Street about western supineness .', ""Saturday 30 April 2005 02.22 BST Sudan 's Islamist regime , once shunned by Washington for providing a haven for Osama bin Laden as well as for human rights abuses during decades of civil war , has become an ally in the Bush administration 's `` war on terror '' ."", 'Only months after the US accused Khartoum of carrying out genocide in Darfur , Sudan has become a crucial intelligence asset to the CIA .', ""In the Middle East and Africa , Sudan 's agents have penetrated networks that would not normally be accessible to America , one former US intelligence official told the Guardian ."", 'BST Facing the highest ever casualty rate for servicewomen in its history , America is considering making official what is already a reality - allowing women to fight on the front line in war .', 'The ground war in Iraq has made the historical tradition of not having women in combat unworkable .']"
2005-05-01,"['The Italian foreign ministry said yesterday that the report would illustrate flaws in the rules of engagement for checkpoints and problems with coordination between authorities in Iraq .', 'The US military said its soldiers had followed their rules of engagement but the Italian report will pick apart US conclusions on the incident , the Italian press reported .']"
2005-05-02,"['BST An Italian report into the shooting dead of one of its secret agents by US troops in Iraq is expected to differ sharply with a Pentagon investigation when it is published later today .', 'A classified version of the US report into the shooting of Italian agent Nicola Calipari , killed escorting the freed Italian journalist Giuliana Sgrena to safety , last night revealed the true strength of the insur gency , writes Gary Younge .', 'The US military said its soldiers had followed their rules of engagement but the Italian report will pick apart US conclusions on the incident , the Italian press reported .', '19.30']"
2005-05-03,"['Tuesday 3 May 2005', 'Nearly a century ago , the great editor of this newspaper , CP Scott , reflected in this column on an approaching election in terms that are as relevant today as they were then .', 'Tuesday 3 May 2005 11.57 BST Guardsman Anthony Wakefield by the Tyne in his home city of Newcastle .', ""`` I heard a knock at the door at 3.30 this morning and knew instantly what had happened , '' she said ."", '19.30', 'BST The 2005 general election campaign has been a defective democratic event in many ways .', ""He tells Ed Vulliamy why , as the only war casualty in Tony Blair 's constituency , he 'll be voting against the PM - and why his old comrades should all be brought home""]"
2005-05-05,"['Hello , welcome to the second of three interviews with the leaders of the three big parties , who want our votes on May 5 .', ""Paxman : While we 're on defense , Prime Minister , the British independent nuclear deterrent is going to need replacing , probably a decision that has to be taken in the next government that takes office after May 5 ."", ""It is the root cause of an equally destructive toll on Mr Blair 's public standing and of a wounded anger that has haunted this campaign all the way to May 5 ."", 'The MP , elected to parliament on May 5 on an anti-war ticket in the former seat of Oona King , a Tony Blair loyalist , said the Christian Science Monitor , which used documents from the same period had retracted its story and admitted the documents were fake .']"
2005-05-06,"['On Friday morning Helen Clark MP lost her seat of Peterborough to the Conservative candidate by a narrow margin .', ""Paxman 's encounter with Mr Galloway in the early hours of Friday May 6 , following the latter 's shock victory over Labor 's Oona King in Bethnal Green and Bow , became one of the main talking points of the night after the victorious Respect candidate ripped off his microphone and stormed out of the interview .""]"
2005-05-08,"[""It appears at odds with the parliamentary answer issued by Lord Goldsmith 10 days later that concluded it was `` plain '' that Iraq was in breach of its UN disarmament obligations ."", ""BST Tony Blair insists British troops can not leave Iraq until Iraq 's own police and army can guarantee security .""]"
2005-05-09,"['Monday 9 May 2005 00.00', 'The prime minister must accept that most British people want the troops out of Iraq Monday 9 May 2005 00.00', 'As Vladimir Putin showed yesterday , the Great Patriotic War remains a key political resource in Russia .', ""BST Tony Blair insists British troops can not leave Iraq until Iraq 's own police and army can guarantee security ."", '00.37']"
2005-05-10,"[""The game is available today in 65 countries worldwide '' ."", ""Space Hulk originated as a board game but was turned into a PC title in the early nineties , and according to the press release , `` THQ Wireless interactive implementation of the brand will remain true to the existing rules and gameplay systems , whilst also addressing the needs of the quick play aspect of mobile handset gaming . ''""]"
2005-05-11,"['Mr Galloway said last night that the oil allocation vouchers were given to a Jordanian businessman , Fawaz Zureikat , who was chairman of his Mariam Appeal , a charity he set up to help a young Iraqi girl suffering from leukemia .', 'It bases its conclusions on previously disclosed documents from the Iraqi ministry of oil and interviews with senior officials of the regime , plus unnamed Iraqi sources .']"
2005-05-12,"['Thursday 12 May 2005 12.21 BST George Galloway , the newly elected MP for the anti-war Respect party in east London , this morning faces allegations from the US Senate over whether he benefited from the Iraq oil-for-food program run under Saddam Hussein .', ""A US Senate committee report published today claims to have uncovered `` significant evidence '' that the former Labor MP was allocated millions of barrels of oil from the Saddam regime ."", 'It bases its conclusions on previously disclosed documents from the Iraqi ministry of oil and interviews with senior officials of the regime , plus unnamed Iraqi sources .']"
2005-05-14,"['I asked if Manchester City would secure a third home win under Stuart Pearce on Saturday , to which he replied You will know when you are calm and at peace .', 'Posted by Keith Stuart at 10:42 AM | Comments -LRB- 5 -RRB-', ""Posted by Keith Stuart at 10:37 AM | Comments -LRB- 4 -RRB- | Permalink ` Mobile gamers are n't brand suckers ' claims research company Mobile Games Analyst , a fortnightly research service for the telecomms industry , has studied the mobile game download charts for the last year and come up with some surprising findings ."", ""Suicide bombing is n't as new or alien as westerners imagine Saturday 14 May 2005 00.01"", ""Interestingly , it prompted exactly the same sorts of criticism among pagan Romans as today 's Islamist militants do in the west : the Christian martyrs were accused of dementia and irrationality ."", 'BST One of the most chilling aspects of the Iraqi conflict is that suicide bombings have now become a matter of everyday routine .', 'During April there were 67 , a new record .', ""Sir John Scarlett , head of MI6 , has been accused of trying ` to sex up ' a report by the Iraq Survey Group , the body charged with finding weapons of mass destruction after Saddam Hussein was toppled ."", 'In an exclusive interview , Dr Rod Barton , a former senior weapons inspector in Iraq , has revealed extraordinary details of how Scarlett and a top Ministry of Defense official intervened in a report by the ISG early last year .', 'Barton , who has worked for Australian intelligence for more than 20 years , was a special adviser to the ISG in 2004 as it prepared to report that they had found no WMD or any programs to build them .']"
2005-05-15,"['But George Lucas , speaking as his latest epic was given its world premiere at Cannes yesterday , confirmed that Star Wars Episode III : Revenge of the Sith , could be read as a parable about American politics .', ""Lucas yesterday received , amid enormous hoopla , one of the highest honors Cannes can bestow : the Trophy of the Festival , which he was awarded on the world 's largest ocean liner , the Queen Mary 2 ."", 'The film , starring Danny Dyer and Lesley Manville , was unveiled to an audience of critics at the festival on Sunday .', 'BST Soldiers of the Empire stand guard at the Festival Palace before the screening of the latest Star Wars film in Cannes .', ""The BBC has been forced to defend Jeremy Paxman 's bad-tempered interview with MP George Galloway on election night , insisting the presenter 's questioning was not insensitive despite more than 100 complaints .""]"
2005-05-16,"[""The Respect MP for Bethnal Green and Bow arrived yesterday in Washington demanding an apology from the Senate for what he called the `` schoolboy dossier '' passed off as an investigation against him ."", 'BST Soldiers of the Empire stand guard at the Festival Palace before the screening of the latest Star Wars film in Cannes .', ""The anti-war Respect MP for Bethnal Green and Bow , in east London , told the Senate subcommittee it had made a `` schoolboy howler '' in its investigation of illegal Iraqi oil sales ."", ""A British film about three teenagers ' drug-fuelled descent into violence has prompted an audience walkout at the Cannes film festival .""]"
2005-05-17,"[""Photograph : Dennis Cook\\/AP George Galloway today accused US senators of manufacturing `` the mother of all smokescreens '' as he defended himself from charges that he profited from Iraqi oil sales ."", 'The new findings are also likely to be raised when Mr Galloway appears before the Senate subcommittee on investigations today .', 'The relationship between Mr Galloway and Mr Zureikat will continue to be explored , especially if , as Mr Galloway hinted yesterday , his friend is prosecuted .', ""Mr Coleman , at a press conference after yesterday 's hearing , said there would be `` consequences '' if Mr Galloway was found to have lied to the hearing ."", 'Photograph : Dennis Cook\\/AP George Galloway confronted his accusers in the US senate yesterday , denying any involvement in Iraqi oil trades and using the occasion to unleash an indictment of the war with a stunning ferocity .', 'George Galloway addresses the US senate subcommittee for homeland security and governmental affairs in Washington .', 'Mr Galloway goes to Washington', 'Surrounded by journalists and politics students , Respect MP turns Washington hearing into an indictment of the invasion of Iraq George Galloway testifies to a US Senate committee .', 'Mr Galloway , the newly elected MP for Bethnal Green and Bow , was appearing before the senate investigations sub-committee examining sanctions-busting oil deals in Iraq before the war .', 'George Galloway addresses the US senate subcommittee for homeland security and governmental affairs in Washington .']"
2005-05-18,"['No new revelations - but do not expect the controversy to go away Wednesday 18 May 2005 01.13', ""And if you had anybody who ever paid me a penny , you would have produced them here today . ''"", ""`` Well , it would have been nice to have seen it before today , ''"", ""`` I 'm here today , but last week you already found me guilty ."", 'May 18', ""Daily Mirror Editorial , May 18 `` Even when Daniel was in the lion 's den , he did n't humiliate and torment the lion ."", ""Washington Times Editorial , May 18 `` Unfortunately , the most talked-about aspect of -LRB- the senate sub-committee hearings -RRB- is Mr Galloway 's vitriolic attack on the integrity of -LRB- chairman -RRB-"", 'May 18', 'Mr Galloway goes to Washington', 'BST George Galloway , then a Labor MP , first went to Iraq 10 years ago .', 'Surrounded by journalists and politics students , Respect MP turns Washington hearing into an indictment of the invasion of Iraq George Galloway testifies to a US Senate committee .', 'Mr Galloway , the newly elected MP for Bethnal Green and Bow , was appearing before the senate investigations sub-committee examining sanctions-busting oil deals in Iraq before the war .', 'George Galloway addresses the US senate subcommittee for homeland security and governmental affairs in Washington .', 'Photograph : Dennis', 'Cook\\/AP Whatever else you made of him , when it came to delivering sustained barrages of political invective , you had to salute his indefatigability .', 'BST Daily Record Editorial , Scotland']"
2005-05-19,"['Sparks fly in Washington , but doubts remain Thursday 19 May 2005 02.15', 'BST Daily Record Editorial , Scotland']"
2005-05-20,"[""BST George Bush yesterday intervened in the furore surrounding the photographs of Saddam Hussein in his underpants leaked to the Sun newspaper , saying he supported the `` aggressive '' investigation to find out how they got into the public domain ."", 'The White House and Pentagon reacted with anger to publication of the pictures - apparently taken more than a year ago - claiming they violated military guidelines and possibly the Geneva convention .']"
2005-05-21,"['Saturday 21 May 2005 00.37', 'In what is also a nostalgic entertainment modelled on Saturday morning serials , Jones confronts - at least in two of his outings - genuine forces of evil , Hitler and the Nazis .', 'The White House and Pentagon reacted with anger to publication of the pictures - apparently taken more than a year ago - claiming they violated military guidelines and possibly the Geneva convention .', 'In 1977 an iconic fantasy film was released .', 'The cycle is now complete , but the legend is going out with a whimper Directed by George Lucas .', 'Starring Ewan McGregor , Hayden Christensen']"
2005-05-22,"['They disliked his public persona and vigorously pursued a series of war crimes allegations made against him by a US major with whom he had crossed swords in Iraq and even more serious allegations by the Sunday Express and Sunday Mirror , which accused his battalion of murdering Iraqis in cold blood and burying the bodies in shallow graves .', 'Collins was awarded damages against the Sunday Express and Sunday Mirror - he is building a gazebo in the garden with the proceeds - and has no intention of being on the losing side in the libel lottery .', 'His speech to the troops on the eve of the Iraq war made Colonel Tim Collins a national hero and media star .', 'Now that he has cleared his name he is rebutting his critics and looking to a future outside the army The famous speech Colonel Tim Collins made on the eve of the second Gulf war still reads pretty well .']"
2005-05-23,"['The Monday interview : Colonel Tim Collins', 'His speech to the troops on the eve of the Iraq war made Colonel Tim Collins a national hero and media star .', 'Now that he has cleared his name he is rebutting his critics and looking to a future outside the army The famous speech Colonel Tim Collins made on the eve of the second Gulf war still reads pretty well .']"
2005-05-25,"['Wednesday 25 May 2005 00.02', 'BST', 'It was a culinary rebuke that echoed around the world , heightening the sense of tension between Washington and Paris in the run-up to the invasion of Iraq .']"
2005-05-26,"[""` Father ' of Malaysia savages Bush and Blair Mahathir brands US a rogue nation terrorising innocents and stands by claim that Jews ` rule the world by proxy ' Mahathir Mohamad , modern Malaysia 's founding father and moderate Islam 's self-styled champion , denounced the Bush administration yesterday as a `` rogue regime '' bent on terrorising innocent civilians ."", ""He also said he was disappointed that Tony Blair , who he called a `` proven liar '' , had won re-election after joining the US invasion of Iraq ."", ""Reflecting the rage felt across the Muslim world over abuse scandals in Afghanistan and Guantnamo Bay , and continuing violence in Palestine and Iraq , Mr Mahathir said President George Bush and other US politicians were `` ignorant '' people who believed might made right - a return to colonial-era `` old thinking '' .""]"
